id,nombre,materia_favorita,fecha_registro
307,carlos,programación,2026-01-28
598,mariana,base de datos,2026-01-07
409,jose,matemáticas,2026-03-01
720,carlos,inglés,2026-01-06
477,jose,inglés,2026-02-05
107,carlos,base de datos,2026-02-12
296,amelia,inglés,2026-02-01
275,mariana,inglés,2026-01-07
592,mariana,inglés,2026-03-02
502,beatriz,base de datos,2026-01-27
864,amelia,base de datos,2026-01-06
834,beatriz,programación,2026-01-28
841,carlos,matemáticas,2026-01-03
366,mariana,base de datos,2026-02-27
782,jose,inglés,2026-02-24
398,carlos,matemáticas,2026-02-25
990,jose_123,base de datos,2026-01-24
703,mariana,base de datos,2026-02-07
420,carlos,matemáticas,2026-01-15
766,jose,inglés,2026-01-05
710,beatriz,base de datos,2026-01-15
908,beatriz,base de datos,2026-02-26
322,carlos,programación,2026-01-26
345,beatriz,matemáticas,2026-01-29
629,carlos,programación,2026-01-17
477,jose,base de datos,2026-01-14
887,mariana,inglés,2026-01-14
291,amelia,matemáticas,2026-02-18
996,carlos,matemáticas,2026-02-07
297,beatriz,base de datos,2026-01-25
657,mariana,inglés,2026-02-18
724,mariana_123,inglés,2026-01-17
993,jose,programación,2026-02-07
468,beatriz,matemáticas,2026-01-27
135,amelia,matemáticas,2026-02-04
404,amelia,inglés,2026-02-15
694,jose,matemáticas,2026-02-20
881,carlos,base de datos,2026-01-27
651,jose,base de datos,2026-01-27
527,jose,base de datos,2026-02-24
823,beatriz,base de datos,2026-02-22
503,mariana_123,matemáticas,2026-02-19
697,carlos,base de datos,2026-02-02
241,carlos,programación,2026-01-16
938,mariana,inglés,2026-01-12
808,amelia_123,base de datos,2026-01-17
427,carlos,programación,2026-02-12
473,jose,inglés,2026-02-10
353,beatriz,base de datos,2026-02-05
502,beatriz,matemáticas,2026-02-24
129,mariana,programación,2026-01-29
244,beatriz,matemáticas,2026-02-17
380,mariana,matemáticas,2026-02-26
938,jose,inglés,2026-02-21
507,jose,base de datos,2026-01-04
206,beatriz_123,programación,2026-01-24
454,amelia,programación,2026-02-23
324,amelia,programación,2026-02-15
322,jose,matemáticas,2026-01-02
161,mariana,base de datos,2026-03-01
583,carlos,inglés,2026-01-17
538,amelia,inglés,2026-03-02
350,mariana,inglés,2026-02-27
969,mariana,base de datos,2026-02-09
733,mariana,base de datos,2026-01-14
105,mariana_123,matemáticas,2026-02-18
824,carlos_123,inglés,2026-02-18
495,carlos,inglés,2026-01-15
750,jose,base de datos,2026-02-18
953,mariana,matemáticas,2026-01-07
730,jose,inglés,2026-02-04
585,jose,inglés,2026-02-19
812,amelia,programación,2026-02-21
576,amelia,matemáticas,2026-01-21
763,jose,base de datos,2026-01-23
919,jose,matemáticas,2026-01-21
604,beatriz,base de datos,2026-02-19
817,beatriz,base de datos,2026-02-15
869,carlos,inglés,2026-01-13
143,beatriz,programación,2026-01-20
555,jose,matemáticas,2026-02-24
804,beatriz,matemáticas,2026-01-27
570,beatriz,inglés,2026-02-14
874,carlos,programación,2026-02-22
532,amelia,inglés,2026-01-07
628,mariana_123,inglés,2026-01-09
602,jose_123,base de datos,2026-03-01
459,mariana,programación,2026-02-16
715,mariana,matemáticas,2026-02-14
839,jose,programación,2026-03-01
282,carlos,base de datos,2026-01-25
415,mariana,matemáticas,2026-01-22
325,beatriz,programación,2026-02-01
759,carlos,programación,2026-03-01
235,beatriz,programación,2026-01-23
945,carlos,matemáticas,2026-01-17
768,jose,base de datos,2026-01-28
555,jose,programación,2026-02-18
859,mariana,inglés,2026-01-07
462,beatriz,matemáticas,2026-01-18
245,mariana,inglés,2026-01-31
914,jose,matemáticas,2026-02-15
760,mariana,inglés,2026-01-11
766,mariana,base de datos,2026-01-12
674,jose,base de datos,2026-01-27
395,beatriz,programación,2026-01-31
298,jose,matemáticas,2026-02-06
936,amelia,matemáticas,2026-02-22
785,beatriz,matemáticas,2026-02-17
761,beatriz,inglés,2026-02-23
524,beatriz,matemáticas,2026-01-26
161,carlos,inglés,2026-01-15
570,beatriz,programación,2026-01-05
687,carlos,programación,2026-02-03
194,amelia,base de datos,2026-01-19
958,carlos,base de datos,2026-01-29
912,beatriz,matemáticas,2026-02-21
851,mariana,programación,2026-01-21
268,carlos,programación,2026-01-22
167,beatriz,programación,2026-01-27
585,amelia,programación,2026-02-15
708,mariana,matemáticas,2026-02-27
796,jose,inglés,2026-02-02
638,jose,base de datos,2026-02-27
175,jose_123,base de datos,2026-01-27
133,jose,matemáticas,2026-01-20
693,mariana_123,programación,2026-01-06
465,jose,inglés,2026-02-07
221,jose,matemáticas,2026-01-24
961,amelia,matemáticas,2026-01-07
253,beatriz_123,base de datos,2026-01-06
874,mariana,inglés,2026-01-28
759,amelia_123,matemáticas,2026-01-22
579,amelia,matemáticas,2026-02-01
477,mariana,base de datos,2026-02-23
